proceskwaliteit,grondstofscore,temperatuurvariatie,machine_trilling,operator_id,afgekeurd
54.96714153011233,34.69141902987999,80.64036172328395,0.1058944531152342,2,Ja
48.61735698828815,27.41977635891313,45.923987759695805,0.5844129804724842,16,Ja
56.47688538100692,30.480603884704916,5.195657755426842,1.9764405845154855,14,Nee
65.23029856408026,27.688623556474788,78.6278199384033,-1.5642416117110514,9,Ja
47.65846625276664,27.82751886283842,20.13637821359744,1.617212574968624,9,Nee
47.6586304305082,28.4541393826568,25.862083488803876,,18,Nee
65.79212815507391,31.11066885816857,16.47063534322959,-0.8987840483231282,2,Nee
57.67434729152909,27.606256891682612,33.02150648714976,-1.3303136257389898,14,Nee
45.30525614065048,36.2787806278676,75.6751505688635,-0.1891203907770335,5,Ja
55.42560043585965,25.52696348890248,51.93858595039374,,2,Ja
45.365823071875376,29.065641779193204,20.488127415071254,-0.1275491203775342,11,Ja
45.34270246429743,27.801344708629124,87.78300781520409,1.5111549302473477,20,Nee
52.41962271566034,37.23488942176866,87.95818549515292,-1.4511756900515589,15,Nee
30.86719755342202,30.982773882557872,87.05784250460069,-0.0120889478460545,16,Ja
32.75082167486967,35.159222697343175,23.87962113815393,-1.252393444413119,15,Nee
44.37712470759027,22.57219813481514,45.12393441809881,,16,Ja
39.87168879665576,31.335251329346296,98.49896561408752,0.8868873900973003,11,Ja
53.142473325952736,34.44815397811718,77.20124763099903,-0.4207617936810532,3,Nee
40.91975924478789,30.41141994637712,2.716742122555982,-2.6042138566271342,17,Nee
35.87696298664709,35.32740187532676,6.5204591260492055,0.1989481467964945,10,Nee
64.65648768921554,27.41355774949814,46.39313768123328,0.4367385517335095,11,Ja
47.74223699513465,37.0467372009279,90.922020586156,0.4042947549616976,8,Ja
50.67528204687924,41.49449061809625,,1.235782191822154,4,Nee
35.75251813786544,28.185807197801704,49.781250803429025,,19,Ja
44.556172754748175,27.77248739299614,10.547369995663058,0.6802161054504494,16,Nee
,37.2669223855885,65.6780104724294,1.192507512477975,13,Nee
38.490064225776976,37.89786072865356,82.21031606002255,-1.7785875840065168,9,Nee
53.75698018345672,27.385699864233658,38.04200075075623,0.3196518259189772,17,Nee
43.99361310081195,27.899065914520712,77.56118509253275,-0.5041798310076715,11,Ja
47.08306250206723,28.591076955697464,96.44766539008116,-0.0815226731016458,9,Nee
43.98293387770603,23.277747444828613,,0.3476764835383363,10,Ja
68.52278184508938,25.40674026757901,,-0.4872285641135523,5,Nee
49.86502775262066,24.97929616623966,28.71379580845755,-0.6757080791616118,2,Ja
39.42289071044099,26.161012174479357,,0.0341524174880246,12,Ja
58.225449121031886,29.826575563066093,57.75933658811575,-1.0872459388628026,18,Ja
37.791563500289776,31.1710736626826,63.45824175503038,-1.0858251288851857,2,Nee
52.08863595004755,37.75250246407038,79.79141596158941,0.6793732829565033,18,Nee
30.403298761202244,25.008229796306047,39.59704726624549,-1.148794035158656,17,Nee
36.71813951101569,34.92161199238292,91.50900684070432,0.6663125009092119,6,Ja
51.96861235869123,28.930055778872457,53.302886724614,0.4625912928539512,13,Ja
57.38466579995411,29.752681451737836,15.7954822835348,-1.7258067287905967,4,Nee
51.7136828118997,,69.58991181688025,-0.6775646523356551,16,Nee
48.843517176117594,24.386389892188507,,1.1941094030473725,15,Ja
46.98896304410711,31.912048730920255,,-0.9811655311396816,8,Ja
35.214780096325725,30.83226104106528,85.7179256998753,-0.4644042623093876,2,Ja
42.801557916052914,32.462256320040744,90.61432547657664,0.4620608932518965,20,Ja
,31.44584321953909,27.690448737780898,0.7833905092825955,9,Ja
,42.276500699554475,98.3521472715222,-0.2515388860444957,18,Ja
53.43618289568462,26.81130007874342,14.071152804875842,-0.5975101946916416,14,Nee
32.36959844637266,27.345015224990913,20.201566840248997,1.4223698616985077,16,Nee
53.24083969394795,26.88429736787618,18.422483923802613,1.7388996637975789,16,Nee
46.149177195836835,,89.39897100078704,0.9788580507817954,4,Nee
,26.81306436346741,65.42925523249619,0.085318142565024,8,Ja
56.11676288840868,35.94508265553776,15.210428322227289,-0.8082657216409264,10,Ja
60.30999522495951,,44.032341836834895,-0.8304444065565653,10,Nee
59.31280119116199,27.14626853125262,61.52980250698021,0.5225141052657575,1,Nee
41.607824767773614,25.838222134478855,8.34640849893833,0.4183982208886837,11,Nee
46.907876241487855,32.35707778193202,88.24163684073388,1.4015985929464294,4,Nee
53.31263431403564,27.238884778595143,80.36035354415351,0.6504500925361392,15,Nee
59.75545127122359,33.164659088777555,50.52067735766382,,14,Nee
45.2082576215471,31.0146151042565,,1.0519476177229186,19,Ja
48.14341023336183,22.42127942501384,41.77609792750997,-0.9980606273144128,15,Nee
38.93665025993972,37.737526006650306,98.4110319036498,-0.3839712719523516,8,Nee
38.037933759193294,38.97938836547761,66.79199988036271,0.2502002062516945,20,Ja
58.125258223941984,26.93605654757807,63.467127325394145,1.9956674897839644,9,Nee
,28.06149220032008,16.5954895295785,3.109918556005361,7,Nee
49.27989878419666,31.429326953624525,88.1927758304644,0.6067230591361827,19,Nee
60.03532897892024,,42.74896879206152,-0.1831966187203878,8,Ja
53.61636025047634,33.29272136336415,16.223340578247935,0.5345056484805503,2,Nee
43.54880245394876,40.05102269383175,1.260751997575904,0.8876554258738361,10,Nee
53.61395605508414,29.11526386252975,55.975568363838256,-0.3206676255571917,16,Ja
65.38036566465969,26.00851377730773,52.739962212267635,1.7952113559123222,4,Nee
49.64173960890049,23.103403859927365,71.93536223691585,0.230070759191402,10,Nee
65.64643655814007,26.345349800290403,89.02580530178021,0.4977430890913942,3,Ja
23.802548959102555,29.834365135631018,7.940658464302952,0.6659242520544614,14,Ja
58.21902504375224,38.97278931758894,73.14964903403623,0.4215866106144557,10,Nee
50.870470682381715,27.411943504819146,18.741194409758226,0.8389405004696122,7,Nee
47.009926495341325,31.118939758194493,85.8177053157164,-0.6172531865469232,5,Ja
50.91760776535502,29.91788551963624,81.90635138616561,-0.5583017539460305,12,Nee
30.124310853991073,35.94196636724042,54.07937549855444,-1.100154232971695,14,Nee
,42.63466212936811,71.02427986233116,0.4395012306202264,19,Nee
53.57112571511746,27.345656135398396,31.43501131837484,0.7789365035121141,9,Nee
64.77894044741517,27.55280278740889,47.116789893281464,0.4577728661518858,4,Nee
44.81729781726352,35.22080438534536,82.16368977104716,1.6744924333475373,17,Ja
41.91506397106812,33.409457448131555,45.92651971732139,-0.0055960188290465,13,Ja
44.98242956415464,39.23353662868017,35.77982653254418,0.6687416555925126,15,Nee
59.15402117702074,32.91964092662982,49.421244725029986,,2,Nee
53.287511096596845,28.203539546064704,82.82492524372184,-0.387099702474401,7,Nee
44.70239796232961,32.95327415346155,33.520804737087275,0.6955377575657775,16,Ja
55.13267433113356,35.54351790291454,17.37615931357438,0.849102110743144,17,Nee
50.9707754934804,34.10241090598682,71.20140203307808,-0.2939669476641822,9,Nee
59.68644990532889,32.53637015553649,82.59782127080818,-0.0715992518580668,17,Nee
42.979469061226474,35.33337344794577,10.063747852353334,-1.5178737466808094,17,Nee
46.72337853402232,35.84647795222836,23.98741127559447,-0.3570292008066094,8,Nee
46.078918468678424,,14.19719897609939,0.8903831635197862,18,Nee
35.364850518678814,,34.79414115821666,0.5752050161065663,6,Nee
52.96120277064576,29.164409598415727,45.035097890541266,0.5006657213812097,5,Nee
52.610552721798896,30.733568432166617,,0.04977368718096,14,Ja
50.05113456642461,36.03254483254179,65.11475848816741,0.0070631586281764,13,Ja
,25.91532164506382,62.092856747843115,-0.6603211394734471,3,Ja
35.84629257949586,31.843366544364507,35.23749466096544,0.6988284202025348,17,Nee
45.79354677234641,28.033305938363196,84.144755308476,0.4209729443893898,4,Nee
46.572854834732304,30.14372411467409,47.128716739816454,0.4920188479927992,17,Ja
41.97722730778381,36.39225931303649,97.91049380151546,-0.5260348426675804,1,Ja
48.387142883339905,,63.41421382957368,-2.1533429198712444,16,Nee
54.040508568145384,30.232182740780743,12.626474156450271,1.0971527117536957,16,Nee
68.8618590121053,23.20071929510041,67.6177562075434,-0.4788374560084041,16,Nee
51.74577812831839,33.731267830136105,32.5104015431699,-0.8627757640431206,14,Nee
52.57550390722764,33.22742090570538,68.63271966860974,0.6934789119139937,10,Ja
49.25554084233833,40.8162736165273,6.964114816240574,-0.3920126399191296,15,Ja
30.812287847009586,28.46110882523499,17.48814371759594,1.0599363840466218,6,Nee
49.73486124550783,31.095751638319697,85.57372589057863,0.6170059495766975,16,Ja
50.60230209941027,31.246918418553776,22.71795570235149,0.6835693232004776,12,Nee
74.63242112485287,37.887266398817374,83.704112524294,-1.3659557112005345,10,Nee
48.076390352188774,29.52352233806524,27.927608845441043,1.2119439853864005,11,Nee
53.015473423336125,31.395107628851697,64.28819100587077,0.261250531233856,12,Ja
49.65288230294757,33.0394825485827,69.4150573509831,-0.3692771392462031,1,Ja
38.31321962380468,30.93304561578179,51.265475314505295,0.143388467342251,3,Ja
61.42822814515021,27.767831927247357,30.531067669673128,-1.77623523289832,5,Nee
57.519330326867745,30.97044996449154,21.264437637109612,0.4086528114806708,3,Nee
57.910319470430466,35.36815874929886,3.318935456242622,-1.0293715081820716,9,Nee
40.906125452052606,24.8674235029447,30.39464012407238,-1.3526702858435344,14,Nee
64.02794310936099,30.66484837073438,65.3162790531283,-1.5223591862178911,14,Nee
35.98148937207719,26.499395925304135,93.83048184484826,1.1126883749899252,10,Nee
55.868570938002705,35.97523314462421,,-0.6292633936927887,18,Ja
71.90455625809979,22.38406547608113,76.60647765353026,1.5337277099164992,12,Nee
40.09463674869312,27.205390763642058,78.84473432532987,-0.5358014630522978,2,Ja
44.33702270397228,31.886059375322603,66.49849034759953,-1.7073579575929467,16,Ja
50.99651365087641,37.827620146171704,26.0286857566003,-1.1165244399486591,12,Nee
44.96524345883801,29.67124869463506,90.719503070583,1.235811620006939,13,Nee
34.493365689338674,27.22400236653401,67.0732311905834,-0.1558981779366675,12,Ja
50.68562974806027,39.40578534720295,56.04406309804399,-0.5482872964906009,12,Ja
39.37696286273895,22.75993049791878,11.098946921348109,0.1600182258527877,2,Nee
54.73592430635182,19.00597021689959,44.70555438064254,0.501782736167545,12,Nee
40.80575765766197,32.200072250266665,46.03582712019263,1.1173988159024608,16,Nee
65.4993440501754,27.489728878236946,86.45636095226699,1.4484992298929262,7,Nee
,24.893835914346433,54.66482201877885,-0.3597686457890857,13,Ja
46.77938483794324,33.541782236496765,38.04005489704097,,1,Nee
,31.219003568855996,97.68003285106592,-0.413465161123276,7,Nee
37.69135683566045,27.179606846316357,11.072059332631568,,9,Ja
52.27459934604129,23.59847800664553,42.25484283119446,-0.9637589262106108,20,Nee
63.07142754282428,34.36228664140072,4.202467517140529,-0.9571509148950428,5,Nee
33.92516765438772,33.251005889793305,73.99041207669303,0.3437878815498854,6,Nee
51.84633858532304,29.504120681103085,91.80765521991506,-0.0486523515704511,9,Ja
52.598827942484235,39.23318498023833,,0.0327969954115865,20,Nee
57.8182287177731,24.649576168369236,85.83416767991208,-0.7584953347000695,18,Ja
37.63049289121918,22.372374145376305,29.221823046189776,-0.2304007142057673,1,Ja
36.79543386915723,26.540459650593775,91.07701616439152,-0.9242331442683044,5,Ja
,29.77206991822251,75.3961903596784,0.8901984111247868,17,Nee
52.96984673233186,31.21669724661346,80.49067768414386,1.0352493347237526,2,Ja
,28.79381971071835,1.80065556004545,-1.8461878622380936,18,Nee
53.46448209496975,31.760276982571483,96.2810357074026,,6,Ja
43.19975278421509,23.74230287904778,72.66709920703232,-1.496529255090079,19,Ja
52.322536971610035,37.2188230203663,30.47510953861333,-0.6500239344068982,6,Nee
52.93072473298681,29.589244108037157,82.9394664858847,-0.0834379697903608,9,Ja
42.85648581973632,35.58647915794064,28.152119841492997,-1.44964521969853,14,Nee
68.65774511144757,31.71362673188852,87.2753839566128,-0.9218598131253132,3,Ja
54.73832920911788,,,-1.0039573720814985,12,Nee
38.08696502797351,32.84883640116102,70.36859774607957,0.2072673293989439,11,Nee
56.5655360863383,32.23854280008658,54.06984766449104,0.0693443370362504,16,Nee
40.253183297726785,33.21361379933772,9.653447019544082,-0.7217375533372533,20,Ja
57.87084603742452,36.64576265066216,24.189382825883897,0.1768208721393979,14,Nee
61.58595579007404,30.98260584850735,1.240403627731479,-0.5466800845872654,9,Nee
41.7931768164829,33.54501878794256,46.876796546450585,-0.2716551103260533,9,Nee
59.63376129244322,29.551321528563868,30.126526076000037,1.673452090298537,9,Nee
54.12780926936498,37.200586077247365,59.83574842977588,1.340461051790348,17,Nee
58.2206015999449,,29.72378077086172,-1.2995812369275976,7,Ja
68.96792982653947,39.004702164554075,29.99191115069847,0.8297324178791745,4,Nee
47.54611883997129,29.799210246778284,74.31931987316034,0.8113965544915921,7,Ja
42.4626383564251,22.84612448940976,4.814283597835345,-1.1482632887526183,1,Nee
41.10485570374477,30.640522074553942,90.28949951919871,0.8187776437548606,3,Ja
41.841897150345616,26.594741712625595,85.22638743911814,1.5379319184125528,2,Ja
49.22898290585896,34.20321774494362,66.78046832264066,-1.122544806244414,16,Ja
53.41151974816644,26.736880103488044,,-0.9175028210142636,15,Nee
52.766907993300194,27.769082833926102,89.23024981396523,1.0176614668435024,14,Nee
58.27183249036024,20.552296345272342,,0.271495310825648,10,Ja
50.13001891877907,27.738468403754617,7.896916219082861,0.5514762752395233,15,Ja
64.53534077157317,17.88060336685522,23.95101699095381,0.3405892164004968,4,Nee
47.35343166762044,22.080485882571384,,0.3906959209281441,19,Ja
77.20169166589619,33.80207328072149,3.4670266726483323,-1.326472128311083,11,Nee
56.25667347765006,33.92900079325416,58.28068350834896,1.0473177066214483,19,Nee
41.42842443583717,32.12728780892483,99.543751619131,1.1695899924277735,4,Ja
39.29107501938888,25.165119284353935,85.56960938375394,-0.2293907440680277,10,Ja
54.824724152431855,29.7614432192901,52.14456890435895,-0.0434769498138624,14,Nee
47.76537214674149,29.981987304547157,6.364090928664234,-1.531107502555722,10,Nee
57.14000494092092,24.208176554037287,83.13735143857099,0.5142547560178349,9,Ja
54.73237624573545,37.51699150883575,59.89785081772106,0.5720574417141441,4,Ja
49.271710873431275,34.386811452878355,11.493299705956684,-0.062191016999311,8,Nee
41.532062819315954,28.89517913085168,9.38572848233562,1.1243533598705029,5,Nee
34.851527753141355,30.134429194972657,,-0.3340772309799405,7,Ja
45.53485047932979,31.04191403973776,66.92002629380784,0.5646059258936003,14,Nee
58.56398794323472,19.791325657878545,82.92867993167555,-1.0196643386921156,13,Ja
52.14093744130204,,87.89789002822673,-0.0235521508742381,13,Ja
37.542612212880115,26.590078760011007,57.17723520483222,-0.1743542579028358,8,Ja
51.73180925851182,24.991899950525426,51.74463517550413,0.2253079220409415,20,Ja
53.85317379728837,28.594498535570224,43.042741032099016,-0.3695269288333586,2,Nee
41.16142563798867,38.988432634247616,31.69465877911193,-0.1314725956716678,7,Nee
51.53725105945528,33.20421430633505,43.459596085871176,,3,Nee
50.58208718446,27.144105051086015,77.38796557301563,-0.4367642372382174,7,Ja
38.57029702169377,32.86291390678079,60.19234310151316,-1.606577100738679,20,Nee
53.57787360348283,36.99677718293001,89.2523289954846,1.7495839042054206,8,Nee
